Element,Intensity,Wavelength,Wavelength in NIST,Notes
,652.578947368421,603.5214261766338,,
,652.5761772853185,667.0220162727322,,
,652.5706371191136,706.4692473609077,,
,652.5706371191136,677.1805891853761,,
,652.5706371191136,616.2426578478455,,
,652.5678670360111,687.5362418963201,,
,652.5678670360111,595.7873740026378,,
,652.5650969529086,749.3394168811219,,
,652.5650969529086,643.2031788223576,,
,652.5484764542937,700.5683429553691,,
,652.5373961218836,671.6880173828448,,
,652.5235457063712,605.3597708231006,,
,652.5180055401662,700.450179194273,,
,652.5180055401662,670.014018069857,,
,652.5180055401662,608.0538486340223,,
,652.5096952908588,665.4648007117269,,
,652.5013850415512,715.058827863216,,
,652.5013850415512,607.3193552488988,,
,652.4986149584488,690.7413861224678,,
,652.4986149584488,608.421023520914,,
,652.4903047091412,678.1346095710222,,
,652.4903047091412,650.8053213552073,,
,652.4903047091412,621.7291240605946,,
,652.4903047091412,598.736152452596,,
,652.4903047091412,593.3277398120385,,
,652.4875346260388,717.4067833663718,,
,652.4875346260388,666.3034181608463,,
,652.4875346260388,592.5894391430146,,
,652.4847645429363,680.6372042224259,,
,652.4847645429363,671.9270708488574,,
,652.4819944598338,599.7184029271183,,
,652.4792243767313,619.5358412715044,,
,652.4792243767313,600.577594618074,,
,652.4736842105264,673.0025349891974,,
,652.4736842105264,595.4185631450404,,
,652.4681440443213,704.4645438576306,,
,652.4681440443213,596.893521975486,,
,652.4653739612188,687.2986598516187,,
,652.4653739612188,675.8682253963993,,
,652.4653739612188,665.8242415405992,,
,652.4653739612188,621.1200534210136,,
,652.4598337950139,705.1722751906058,,
,652.4598337950139,695.9557341942293,,
,652.4542936288088,674.913353340567,,
,652.4542936288088,594.926741587126,,
,652.4432132963989,702.4581869820842,,
,652.4432132963989,687.6550244448073,,
,652.4432132963989,618.5604906305626,,
,652.4404432132964,607.4417841070943,,
,652.4349030470914,698.795287848111,,
,652.4349030470914,672.1661019796069,,
,652.4265927977839,742.7327258178573,,
,652.4265927977839,736.572506221125,,
,652.4265927977839,695.2453338639777,,
,652.4265927977839,611.2344390275209,,
,652.421052631579,716.9373769724309,,
,652.4127423822715,599.4728720108179,,
,652.4016620498614,753.5021708963465,,
,652.398891966759,743.7771610489036,,
,652.398891966759,679.445801319327,,
,652.398891966759,643.3240174710958,,
,652.3961218836565,741.2232557277875,,
,652.393351800554,603.0309994331217,,
,652.393351800554,589.2647459902379,,
,652.3905817174515,594.5578201253771,,
,652.3878116343491,682.5422796225566,,
,652.382271468144,695.3637481268295,,
,652.382271468144,591.3585175734347,,
,652.376731301939,701.0409409498684,,
,652.3711911357341,617.462810940976,,
,652.3711911357341,592.0971335633351,,
,652.3684210526316,601.1911443118987,,
,652.3628808864266,603.8891905764356,,
,652.3601108033241,708.4722950319112,,
,652.3601108033241,606.5846704721165,,
,652.3573407202216,674.1969642386575,,
,652.3545706371191,597.0164009431069,,
,652.3518005540167,691.3344786089986,,
,652.3518005540167,688.0113381888056,,
,652.3407202216066,620.2671288729666,,
,652.3351800554017,701.9858629952716,,
,652.3351800554017,619.4139412189013,,
,652.3240997229917,620.3889913495108,,
,652.3213296398892,699.7410768614931,,
,652.3213296398892,604.0117681055406,,
,652.3019390581718,694.1793498703904,,
,652.3019390581718,617.340819734375,,
,652.2991689750693,680.5180892155101,,
,652.2991689750693,617.2188231702805,,
,652.2936288088642,683.0183234175294,,
,652.2936288088642,679.6841268388561,,
,652.2936288088642,664.9854684806843,,
,652.2936288088642,599.2273199569604,,
,652.2880886426593,710.1206186570868,,
,652.2880886426593,699.3864487250761,,
,652.2880886426593,639.454472978896,,
,652.2853185595568,703.9926085420781,,
,652.2853185595568,688.9612594739472,,
,652.2825484764543,672.0465892063905,,
,652.2686980609418,641.9944918895959,,
,652.2659279778393,698.9135314194612,,
,652.2659279778393,662.3475534036673,,
,652.2631578947369,689.554776492353,,
,652.2520775623269,605.604793236315,,
,652.2520775623269,593.0816606211042,,
,652.2493074792244,700.9228000097278,,
,652.2465373961219,678.9690828999446,,
,652.2437673130194,677.4191279268855,,
,652.2409972299168,619.2920358002925,,
,652.2409972299168,593.4507715187256,,
,652.224376731302,752.1154391797311,,
,652.224376731302,713.1788026386711,,
,652.2188365650969,698.4405229542015,,
,652.2188365650969,598.2449004460714,,
,652.213296398892,704.2285876398741,,
,652.202216066482,752.9244697627101,,
,652.1994459833795,611.9679098305292,,
,652.196675900277,679.9224298929362,,
,652.1939058171745,694.5347289833219,,
,652.185595567867,751.0748304038809,,
,652.1828254847645,697.0209509210115,,
,652.1828254847645,683.4942771263869,,
,652.180055401662,678.730690008103,,
,652.180055401662,618.3165993353069,,
,652.1772853185596,617.706777279695,,
,652.1745152354571,674.3163764085535,,
,652.1717451523546,675.7488859853509,,
,652.1717451523546,675.5101903642382,,
,652.168975069252,751.1904772910574,,
,652.1578947368421,659.9471202693006,,
,652.1551246537396,642.4780322003996,,
,652.1523545706372,699.2682279466416,,
,652.1523545706372,623.9206651814851,,
,652.1495844875346,707.1763945633923,,
,652.1440443213296,699.5046638040301,,
,652.1440443213296,666.7825058165757,,
,652.1329639889196,703.8746104144171,,
,652.1301939058171,751.5373824228043,,
,652.1301939058171,677.5383888876174,,
,652.1246537396122,675.1521049425417,,
,652.1191135734072,590.0038973361461,,
,652.1135734072022,701.8677677210761,,
,652.1080332409972,607.809038778064,,
,652.1052631578947,748.2975300245085,,
,652.1052631578947,745.4008897712093,,
,652.1052631578947,620.5108484560436,,
,652.0997229916898,652.732555902136,,
,652.0997229916898,605.1147271761921,,
,652.0941828254847,740.2938572151112,,
,652.0941828254847,687.4174536984237,,
,652.0914127423823,599.9639127018559,,
,652.0886426592798,676.8227390305095,,
,652.0858725761773,690.9786401093709,,
,652.0858725761773,657.1838859757078,,
,652.0831024930748,709.649783890719,,
,652.0831024930748,604.747121901415,,
,652.0747922437673,633.3971461908915,,
,652.0720221606648,621.4855119278145,,
,652.0692520775623,753.2711082333196,,
,652.0664819944599,679.088270926079,,
,652.0637119113574,712.0030381948122,,
,652.0637119113574,680.2798423425771,,
,652.0609418282548,672.5246067883494,,
,652.0609418282548,656.2220759372926,,
,652.0609418282548,605.2372516536077,,
,652.0554016620499,668.8176350982169,,
,652.0526315789474,602.4178467820118,,
,652.0498614958449,596.0332215616978,,
,652.0443213296398,584.5790755918756,,
,652.0387811634349,691.8088506234488,,
,652.0387811634349,594.8037730317384,,
,652.0360110803324,688.3676010700946,,
,652.0304709141275,621.972714691298,,
,652.0249307479224,642.5989036264995,,
,652.016620498615,744.3571967435115,,
,652.01108033241,750.2651364393992,,
,652.0083102493074,670.1336257083582,,
,652.0083102493074,608.5434045086629,,
,652.005540166205,724.2027744640134,,
,652,715.6460331233095,,
,651.9972299168975,678.8498892604525,,
,651.994459833795,739.8290169612402,,
,651.9916897506926,669.5355317628143,,
,651.98891966759,672.6440972192925,,
,651.9750692520776,651.8895640335372,,
,651.9695290858725,627.8124287903827,,
,651.9639889196676,707.05855102471,,
,651.9639889196676,592.2202178410265,,
,651.9612188365651,696.7842759062506,,
,651.9612188365651,673.7192596307867,,
,651.9584487534626,668.2192346762029,,
,651.9501385041551,701.2772057101774,,
,651.9445983379501,748.4133188725904,,
,651.9445983379501,701.395329529344,,
,651.9445983379501,694.2978152528177,,
,651.9445983379501,641.8735931627976,,
,651.9418282548477,746.4441052017689,,
,651.9418282548477,708.5900697472139,,
,651.9390581717452,598.9817467695511,,
,651.9335180055401,686.8234279853269,,
,651.9335180055401,680.8754173746535,,
,651.9335180055401,599.1045360046993,,
,651.9279778393352,750.1494421998754,,
,651.9279778393352,652.8529613011347,,
,651.9279778393352,610.6230667111683,,
,651.9252077562327,680.756313608974,,
,651.9252077562327,678.0153766520443,,
,651.9252077562327,664.2663035008995,,
,651.9224376731302,741.455546583618,,
,651.9196675900278,732.9617267438206,,
,651.9196675900278,708.9433594599011,,
,651.9141274238227,718.3453188698987,,
,651.9113573407202,596.2790480392804,,
,651.9085872576177,600.2094013310245,,
,651.9058171745153,749.4551525276623,,
,651.9002770083102,676.7034444361962,,
,651.9002770083102,651.407733378994,,
,651.8947368421053,751.7686228974765,,
,651.8891966759003,700.3320097291898,,
,651.8864265927978,657.784837793576,,
,651.8864265927978,616.608760004931,,
,651.8864265927978,599.5956401114132,,
,651.8836565096952,608.788150519333,,
,651.8808864265928,590.2502391567814,,
,651.8781163434903,714.8239053931453,,
,651.8725761772853,596.156137435924,,
,651.8698060941829,613.1899342785015,,
,651.8670360110804,697.2576031779068,,
,651.8504155124654,747.2551645568124,,
,651.8476454293628,613.067755857554,,
,651.8448753462604,678.4922746668353,,
,651.8421052631579,644.4113193405801,,
,651.8393351800554,699.859274839001,,
,651.8337950138504,707.2942323695469,,
,651.831024930748,746.2123208430535,,
,651.831024930748,678.3730585789184,,
,651.8282548476454,690.3854626714009,,
,651.8282548476454,686.942244422759,,
,651.8282548476454,674.5551839663543,,
,651.8254847645429,673.480373776889,,
,651.8254847645429,598.8589522520166,,
,651.8227146814404,700.8046533635971,,
,651.8227146814404,690.6227506343732,,
,651.8227146814404,598.6133473717908,,
,651.819944598338,750.9591775959084,,
,651.819944598338,642.3571553131585,,
,651.8171745152355,724.4367712375519,,
,651.8116343490304,610.500776256032,,
,651.8088642659279,747.8343155494008,,
,651.8060941828255,664.0265374214687,,
,651.803324099723,682.3042239527913,,
,651.803324099723,655.6207653047812,,
,651.8005540166205,695.1269139191701,,
,651.797783933518,750.6121836522227,,
,651.786703601108,716.1156934999652,,
,651.786703601108,665.3449759878805,,
,651.786703601108,653.2141444709127,,
,651.786703601108,615.2661499342403,,
,651.7839335180056,608.9105155412535,,
,651.7811634349031,705.6439816056202,,
,651.7811634349031,660.6674828091408,,
,651.7783933518006,749.8023239825652,,
,651.7783933518006,698.6770385797839,,
,651.7783933518006,605.9722870341975,,
,651.775623268698,710.356001572,,
,651.775623268698,663.4270250932,,
,651.7728531855955,712.7085659298567,,
,651.7673130193906,683.2563115347253,,
,651.7645429362881,731.7957607016208,,
,651.7562326869806,725.8402640234464,,
,651.7506925207756,675.6295409744633,,
,651.7506925207756,656.5827961021361,,
,651.7506925207756,592.8355603967609,,
,651.7451523545707,694.8900569856906,,
,651.7423822714682,596.6477482191217,,
,651.7396121883656,712.9436957983892,,
,651.7340720221607,745.5168261885473,,
,651.7313019390582,600.3321377147689,,
,651.7285318559557,664.745769034513,,
,651.7285318559557,617.8287524108115,,
,651.7174515235457,698.0857068010173,,
,651.7008310249307,744.7051474632274,,
,651.6952908587258,733.3114026469123,,
,651.6952908587258,591.9740440312972,,
,651.6925207756233,752.2310327572122,,
,651.6897506925208,700.6865010119774,,
,651.6814404432133,668.3389258991962,,
,651.6786703601108,712.3558279578505,,
,651.6731301939058,714.236498337934,,
,651.6703601108034,744.5891697825779,,
,651.6703601108034,725.4894692570799,,
,651.6703601108034,696.902616258114,,
,651.6648199445983,622.7033575308919,,
,651.6537396121884,644.0489345884324,,
,651.6537396121884,612.456783663303,,
,651.6454293628809,643.6865006274312,,
,651.6426592797784,604.8696622995949,,
,651.6398891966759,623.798958638558,,
,651.634349030471,630.2419737989317,,
,651.6315789473684,747.9501280295933,,
,651.6315789473684,701.5134476405179,,
,651.6315789473684,625.380723559914,,
,651.6288088642659,713.0612520973118,,
,651.6288088642659,711.8854301003514,,
,651.623268698061,670.4924151640281,,
,651.623268698061,663.3071059807478,,
,651.623268698061,622.4598314304524,,
,651.623268698061,612.3345732100552,,
,651.6204986149585,748.8764151671149,,
,651.6204986149585,660.1872632562331,,
,651.6121883656509,741.3394040950708,,
,651.6121883656509,665.5846198787959,,
,651.6094182825485,711.532571303634,,
,651.6094182825485,593.2047028459979,,
,651.6038781163435,753.1555680060916,,
,651.5983379501386,600.7003151366332,,
,651.595567867036,642.7197695909575,,
,651.590027700831,592.4663706313669,,
,651.5872576177285,743.4290689571213,,
,651.5872576177285,669.1766085058632,,
,651.5844875346261,607.5642076483542,,
,651.5817174515236,716.4678781930992,,
,651.578947368421,697.8491342281961,,
,651.5678670360111,750.0337420435612,,
,651.5678670360111,681.589921902448,,
,651.562326869806,738.4339325940438,,
,651.562326869806,656.8232486142434,,
,651.562326869806,610.1338729159056,,
,651.5595567867036,603.7666077449159,,
,651.5567867036011,636.9120512253311,,
,651.5512465373961,703.6385970040724,,
,651.5512465373961,670.6120004943044,,
,651.5512465373961,614.777767585863,,
,651.5401662049861,743.5451055427986,,
,651.5401662049861,740.526242098672,,
,651.5373961218836,699.150001469227,,
,651.5318559556787,746.0964198137964,,
,651.5290858725762,744.125200137427,,
